tokenId,name,description,image,background,skins,clothes,necklaces,mouth,eyes,glasses,tops,back,earings
203,POLC 203,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",203.png,sky blue,blue,pink puffer,,sad,stars,purple vr,,katana,silver circle.PNG
829,POLC 829,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",829.png,comicz,latte,,,yawn,focus,,ahoy,,
983,POLC 983,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",983.png,pinkz,drippy,,,whiser,reg,,,,
72,POLC 72,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",72.png,greenz,gold,red shirt,,smoking,glassy,,,,
595,POLC 595,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",595.png,pinkz,cyan,,,rainbow,shock,blue vr,red mohawk,,
1365,POLC 1365,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",1365.png,mintz,green,,,smoking,god,,anchor cap,,
350,POLC 350,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",350.png,sky blue,gold,blue christmas,,crongz,sadz,,blue pol cap,,
700,POLC 700,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",700.png,sky blue,gold,orange kimono,,bubblegum,sadz,red vr,mint anchor,,silver.PNG
215,POLC 215,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",215.png,greenz,drippy,,,whiser,boredz,mint neon,yellow og,,
1220,POLC 1220,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",1220.png,Blue Bubble,blue,blue tiedye,,blob,fire,purple vr,headset,,
645,POLC 645,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",645.png,yellowz,black,,,gummy,sadz,blackz,toycap,,
1109,POLC 1109,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",1109.png,rainbow,brown,red jersey,,dum,happiez,,gaming headset,,
64,POLC 64,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",64.png,cloud,blue,green puffer,,yawn,fire,blue vr,,katana,
995,POLC 995,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",995.png,pinkz,green,blue tiedye,,bubblegum,shock,,pinkie headset,wood,
429,POLC 429,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",429.png,yellowz,green,red shirt,,whiser,stars,,mint bc,,
583,POLC 583,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",583.png,mintz,latte,cool hoodie,,gummy,sadz,,greenie headset,,
1298,POLC 1298,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",1298.png,mintz,black,,,smoking,reg,blue neon,degen og,,
757,POLC 757,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",757.png,orangez,latte,wt chimp tshirt,,dum,cocke,blackz,anchor cap,wood,triple silver.PNG
307,POLC 307,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",307.png,yellowz,blue,,,dum,happiez,,,katana,
1332,POLC 1332,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",1332.png,purple,brown,,,big pee,dollars,blackz,degen og,,
612,POLC 612,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",612.png,purple,brown,wt chimp tshirt,,whiser,reg,,,,
1277,POLC 1277,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",1277.png,bluez,brown,,gold brick,sad,cyan light,,yellow pol cap,,
242,POLC 242,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",242.png,purple,drippy,,,bubblegum,god,,,,
868,POLC 868,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",868.png,mintz,blue,black shirt,,sad,cocke,,ahoy,,triple gold.PNG
33,POLC 33,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",33.png,redz,gold,red tanktop,,whiser,sleep,pink,,,trippie silver.PNG
491,POLC 491,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",491.png,orangez,blue,green puffer,,smoking,puffy,white movie,,wood,
184,POLC 184,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",184.png,mintz,black,white shirt,gold,rainbow,stars,pixel,angle ring,,
887,POLC 887,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",887.png,cloud,gold,,,whiser,reg,,toycap,,
409,POLC 409,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",409.png,orangez,drippy,oldblu tiedye,,sad,fire,,,,
1083,POLC 1083,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",1083.png,greenz,brown,blue buffalocheck,,whiser,glassy,,gaming headset,,
1129,POLC 1129,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",1129.png,bluez,brown,black polc,,happy,sleep,,,,
44,POLC 44,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",44.png,bluez,blue,bw tshirt,,small pee,puffy,,,,
235,POLC 235,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",235.png,greenz,brown,mint kimono,,smile,sadz,,red beanie,,trippie gold.PNG
1200,POLC 1200,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",1200.png,orangez,cyan,rainbow tiedye,,blob,happiez,pixel,cowboy hat,wood,
665,POLC 665,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",665.png,Blue Bubble,drippy,cyan hoodie,,dum,sleep,red vr,greenie headset,,silver circle.PNG
